family,family_label,x_label,x_value,point_label,is_id,method,method_label,num_rso,n,mean_uncertainty_mean,mean_uncertainty_std,mean_uncertainty_ci95,max_uncertainty_mean,max_uncertainty_std,max_uncertainty_ci95,p95_uncertainty_mean,p95_uncertainty_std,p95_uncertainty_ci95,fine_custody_mean,fine_custody_std,fine_custody_ci95
measurement_noise,Measurement noise,Measurement noise (m),60.0,60,0,flat_lstm,Flat LSTM,30,24,0.7752033757666746,0.13378343654283736,0.05352452207577418,3.07328300178051,0.8955156657919532,0.35828088485030957,2.213285917043685,0.6848296266631791,0.27398891385736346,0.1277777777777778,0.03498331785552014,0.013996242115084632
measurement_noise,Measurement noise,Measurement noise (m),60.0,60,0,pointer_lstm,Attention-LSTM pointer,30,24,0.4610743584732215,0.0661555473264093,0.026467731318693625,1.5943994944294293,0.6451651470594999,0.25811981698682945,1.0437747251242393,0.29253065413731516,0.11703663667063781,0.18472222222222223,0.0687916174723385,0.02752237902669968
measurement_noise,Measurement noise,Measurement noise (m),70.0,70,0,expected_info_gain,Expected information gain,30,24,0.9423044746120771,0.6994086261977661,0.2798217284612987,4.548360000054042,7.721964764620133,3.089429335894789,2.3710449248552314,2.4298581829927666,0.972145740290897,0.09722222222222222,0.03247692107599625,0.012993474558629167
measurement_noise,Measurement noise,Measurement noise (m),70.0,70,0,flat_lstm,Flat LSTM,30,24,0.8729741473992666,0.15915071386197477,0.06367354672304953,3.3300956736008325,1.0259705903004046,0.41047372476521377,2.4131174544493343,0.5948497040326668,0.2379894472591857,0.10416666666666669,0.04537817475352389,0.018155051022146627
measurement_noise,Measurement noise,Measurement noise (m),70.0,70,0,pointer_lstm,Attention-LSTM pointer,30,24,0.5223835557699203,0.0709117210196135,0.028370597102505446,1.6588879774014156,0.7263304340624429,0.29059269485751055,1.1427493407080567,0.2573812861335507,0.1029739606601842,0.11805555555555557,0.03541222620642947,0.014167841194088551
measurement_noise,Measurement noise,Measurement noise (m),80.0,80,0,expected_info_gain,Expected information gain,30,24,1.0068799182772636,0.8790176790766088,0.35168031547512735,4.290646925568581,7.434879031207724,2.974571121210252,2.7850441474467487,4.33285340197142,1.733502394301658,0.07083333333333335,0.03449077451391964,0.013799183737440626
measurement_noise,Measurement noise,Measurement noise (m),80.0,80,0,flat_lstm,Flat LSTM,30,24,0.911120223502318,0.16727883780168762,0.06692547357205439,3.2435552179813385,1.0973844532481902,0.4390452204797908,2.375387820104757,0.6491975908859544,0.2597331305194003,0.08194444444444444,0.03256975667577953,0.013030616534036763
measurement_noise,Measurement noise,Measurement noise (m),80.0,80,0,pointer_lstm,Attention-LSTM pointer,30,24,0.5850054050485293,0.08754727018334976,0.035026202919387864,1.86793385942777,0.7989583832146451,0.31964992621716776,1.3092386441926156,0.32554663523475613,0.13024578015483496,0.10000000000000002,0.031083493608010458,0.01243598746457239
measurement_noise,Measurement noise,Measurement noise (m),90.0,90,0,expected_info_gain,Expected information gain,30,24,0.9509192009766897,0.32470502469301094,0.12990906581122919,2.9153051674365997,1.8377447699218807,0.7352510374169229,2.220982801914214,1.2609540181015566,0.5044866757986295,0.05972222222222223,0.031051098087371436,0.012423026556971214
measurement_noise,Measurement noise,Measurement noise (m),90.0,90,0,flat_lstm,Flat LSTM,30,24,1.0445575813452403,0.29112245573159257,0.11647323997070302,4.5449292461077375,3.5879480846539504,1.4354781983964058,2.658201876282691,0.8069401598071333,0.32284330193294064,0.07916666666666668,0.033783196234608806,0.013516093467000575
