scenario,head,normalized_rank,attention_mean,ci95,n_samples
scale_5000_k60,2,0.11864406779661017,0.9992487012903701,0.001110160184394732,3552
scale_5000_k60,2,0.13559322033898305,0.999582980935638,0.001121989798943802,3552
scale_5000_k60,2,0.15254237288135594,0.9998980033974927,0.0011093288305827071,3552
scale_5000_k60,2,0.1694915254237288,0.9999426586368868,0.0011263041105638505,3552
scale_5000_k60,2,0.1864406779661017,0.9988174417668635,0.0011054877446079177,3552
scale_5000_k60,2,0.2033898305084746,0.9984673792915838,0.0011070732362994074,3552
scale_5000_k60,2,0.22033898305084745,0.9988376246513547,0.001086844920200652,3552
scale_5000_k60,2,0.23728813559322035,0.9987805671150889,0.001099507233208812,3552
scale_5000_k60,2,0.2542372881355932,0.9985846978956247,0.0010915285692551307,3552
scale_5000_k60,2,0.2711864406779661,0.9993744517198285,0.001105165932764247,3552
scale_5000_k60,2,0.288135593220339,0.9988742519069362,0.0010898561992373724,3552
scale_5000_k60,2,0.3050847457627119,0.9999902096182645,0.001117726592575748,3552
scale_5000_k60,2,0.3220338983050847,0.9996324051674959,0.0011011299167319156,3552
scale_5000_k60,2,0.3389830508474576,0.9994532419620333,0.0011028059694245544,3552
scale_5000_k60,2,0.3559322033898305,0.9991509925808992,0.001090564607007636,3552
scale_5000_k60,2,0.3728813559322034,0.9984095026613087,0.0011045905154741253,3552
scale_5000_k60,2,0.3898305084745763,0.9991572325596133,0.0010928205227325753,3552
scale_5000_k60,2,0.4067796610169492,0.9989059936792195,0.0011012256803651598,3552
scale_5000_k60,2,0.423728813559322,0.9992323449670194,0.0011220628021988645,3552
scale_5000_k60,2,0.4406779661016949,0.9990422643284809,0.0011136502431787273,3552
scale_5000_k60,2,0.4576271186440678,0.9991540432244808,0.0011074019140984292,3552
scale_5000_k60,2,0.4745762711864407,0.9992741578770382,0.0011066081252728986,3552
scale_5000_k60,2,0.4915254237288136,0.9990073982961811,0.0010953605005922925,3552
scale_5000_k60,2,0.5084745762711864,1.000088148154654,0.0010966453285599868,3552
scale_5000_k60,2,0.5254237288135594,0.9994213408916384,0.001119211156125198,3552
scale_5000_k60,2,0.5423728813559322,1.00005966624631,0.001103901552122657,3552
scale_5000_k60,2,0.559322033898305,0.9993406986767376,0.0011009868528537308,3552
scale_5000_k60,2,0.576271186440678,0.9991141344412221,0.0010987405310506923,3552
scale_5000_k60,2,0.5932203389830508,1.0001193411010612,0.0011192277546728656,3552
scale_5000_k60,2,0.6101694915254238,1.0000618400203216,0.0011186381029364225,3552
