representation,scenario,episode_id,time_h,mean_u_km,pre_umap_1,pre_umap_2,post_umap_1,post_umap_2,visible_fraction,latent_knn_distance,umap_knn_distance,latent_cross_scenario_fraction,umap_cross_scenario_fraction,projection_mismatch,latent_neighbor_scenario,umap_neighbor_scenario,high_dimensional_outlier,projected_outlier,projection_intrusion,audit_priority
encoder,id,1,2.2777777777777777,3.7229187,4.759347,9.823412,1.8344134,10.306336,0.16666666666666666,0.021117281,0.19841229890674436,0.4666666666666667,0.8,0.33333333333333337,id,catalogue_120,False,False,True,0.5789473684210527
encoder,id,6,2.2777777777777777,4.1197066,4.535837,9.833686,1.9963622,11.163749,0.2,0.012685871,0.12641160551426914,0.4666666666666667,0.8,0.33333333333333337,id,catalogue_120,False,False,True,0.5789473684210527
recurrent,catalogue_120,2,2.9166666666666665,5.828231,-3.846575,11.163159,-1.2603238,12.298459,0.5666666666666667,0.046056464,0.1604880365874582,0.4666666666666667,0.7333333333333333,0.2666666666666666,catalogue_120,id,False,False,True,0.5789473684210527
encoder,catalogue_120,1,1.5277777777777777,16.990705,-5.9151926,2.3989835,-5.5846267,3.3544414,0.6666666666666666,0.0342017,0.09754486757556836,0.4666666666666667,0.8,0.33333333333333337,catalogue_120,inclination_150,False,False,True,0.5789473684210527
encoder,catalogue_120,2,1.3333333333333333,20.900623,-0.488236,14.483141,-3.6603978,13.699737,0.5666666666666667,0.022431802,0.3985946581181631,0.4666666666666667,0.8,0.33333333333333337,catalogue_120,id,False,True,True,0.5789473684210527
recurrent,catalogue_120,3,1.7777777777777777,11.7686205,0.57763267,13.3894005,-0.016407505,14.837921,0.4666666666666667,0.04450344,0.12249433901952139,0.3333333333333333,0.6666666666666666,0.3333333333333333,catalogue_120,id,False,False,True,0.5756578947368421
encoder,id,3,2.1944444444444446,3.679952,4.69252,9.238788,0.52462476,9.626327,0.03333333333333333,0.04364143,0.20227575227370317,0.26666666666666666,0.5333333333333333,0.26666666666666666,id,catalogue_120,False,False,True,0.5723684210526315
recurrent,catalogue_120,2,3.6944444444444446,2.5334518,1.433197,13.935527,-2.6211832,15.085031,0.5666666666666667,0.042070463,0.16846453570679326,0.3333333333333333,0.6666666666666666,0.3333333333333333,catalogue_120,id,False,False,True,0.5625
encoder,catalogue_120,0,2.083333333333333,10.033163,-0.3340253,13.714223,-3.6857996,13.136484,0.5333333333333333,0.04085722,0.25721866275095745,0.4,0.6666666666666666,0.2666666666666666,catalogue_120,id,False,False,True,0.5526315789473685
recurrent,id,5,3.888888888888889,1.2649364,10.767407,11.465191,3.2306385,8.691863,0.1,0.04034092,0.4174807768453145,0.4,0.6666666666666666,0.2666666666666666,id,catalogue_120,False,True,True,0.5493421052631579
encoder,catalogue_120,7,3.8333333333333335,9.448572,-0.28140134,12.479959,0.5963413,13.919062,0.6666666666666666,0.039554156,0.20870565167605296,0.3333333333333333,0.6666666666666666,0.3333333333333333,catalogue_120,id,False,False,True,0.5427631578947368
encoder,catalogue_120,5,4.916666666666667,2.2053196,4.8997474,9.994896,1.9999795,10.328845,0.4,0.035650387,0.17773733339930806,0.2,0.5333333333333333,0.3333333333333333,catalogue_120,id,False,False,True,0.5328947368421053
encoder,catalogue_120,0,4.527777777777778,4.0974536,4.913034,9.363963,0.9054355,9.546672,0.5666666666666667,0.033920832,0.1458816631764262,0.4666666666666667,0.7333333333333333,0.2666666666666666,catalogue_120,id,False,False,True,0.5131578947368421
encoder,id,7,1.3888888888888888,11.656547,0.048396524,15.051439,-5.3238792,12.610363,0.23333333333333334,0.009908501,0.21874603627236627,0.3333333333333333,0.6666666666666666,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
recurrent,catalogue_120,5,4.777777777777778,2.3870218,6.092131,9.59124,1.9992476,9.499866,0.5,0.003964639,0.07940473367272312,0.3333333333333333,0.6666666666666666,0.3333333333333333,catalogue_120,id,False,False,True,0.5115131578947368
recurrent,catalogue_120,4,3.5277777777777777,2.5396185,6.0080733,9.7376,1.5566416,9.161522,0.43333333333333335,0.007827452,0.19603541446891531,0.3333333333333333,0.6666666666666666,0.3333333333333333,catalogue_120,id,False,False,True,0.5115131578947368
recurrent,catalogue_120,5,1.7222222222222223,15.5098715,-1.2638055,15.682845,-6.3033247,10.884,0.5333333333333333,0.0071762004,0.12660415279283227,0.3333333333333333,0.6666666666666666,0.3333333333333333,catalogue_120,id,False,False,True,0.5115131578947368
encoder,catalogue_120,0,2.111111111111111,10.052677,0.15684691,13.942601,-2.410342,15.109891,0.5666666666666667,0.027314771,0.24910863421835855,0.2,0.5333333333333333,0.3333333333333333,catalogue_120,id,False,False,True,0.5115131578947368
recurrent,catalogue_120,5,1.6388888888888888,16.905333,1.2867187,14.165113,-3.132922,15.709396,0.5333333333333333,0.0079504335,0.2212777167931967,0.26666666666666666,0.6,0.3333333333333333,catalogue_120,id,False,False,True,0.5115131578947368
encoder,id,6,2.1666666666666665,4.546194,4.0612864,9.624305,1.2200518,10.951162,0.1,0.022974687,0.13210686851405146,0.26666666666666666,0.6,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
recurrent,catalogue_120,7,5.388888888888889,4.4181385,2.9293594,10.479879,1.315991,11.157911,0.6333333333333333,0.01804153,0.11726314908730417,0.2,0.5333333333333333,0.3333333333333333,catalogue_120,id,False,False,True,0.5115131578947368
recurrent,catalogue_120,6,5.027777777777778,1.6456113,16.04436,7.4350586,11.222876,5.906565,0.6333333333333333,0.014140801,0.17860232758022077,0.2,0.5333333333333333,0.3333333333333333,catalogue_120,id,False,False,True,0.5115131578947368
recurrent,id,3,2.5277777777777777,3.2913446,5.209226,9.382886,1.8744401,10.277496,0.06666666666666667,0.0056568105,0.0963531418622974,0.26666666666666666,0.6,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
recurrent,id,3,0.1666666666666666,7.7301908,1.847582,9.235823,1.3224816,11.259511,0.23333333333333334,0.0036424596,0.12117556176688303,0.26666666666666666,0.6,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
recurrent,id,6,0.0555555555555555,7.651545,1.6116377,9.302407,0.42771184,10.895989,0.23333333333333334,0.010519445,0.18558512600354177,0.3333333333333333,0.6666666666666666,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
recurrent,id,5,0.4444444444444444,11.251316,-0.30287835,11.630751,0.4859895,13.573067,0.13333333333333333,0.012265706,0.3570885218550942,0.2,0.5333333333333333,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
recurrent,id,6,0.1666666666666666,7.4461064,1.4802992,9.438874,0.29004624,11.080024,0.16666666666666666,0.009312507,0.1550496664598113,0.2,0.5333333333333333,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
encoder,catalogue_120,4,1.805555555555556,12.072597,-0.02851731,13.618916,-2.5296757,14.778214,0.6666666666666666,0.02928563,0.21035403495084892,0.26666666666666666,0.6,0.3333333333333333,catalogue_120,id,False,False,True,0.5115131578947368
recurrent,id,4,1.3888888888888888,16.527922,0.48935205,13.367236,-2.5016441,15.436138,0.13333333333333333,0.008843029,0.14346963687369918,0.3333333333333333,0.6666666666666666,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
recurrent,id,6,2.1944444444444446,4.591023,3.9870224,9.941786,1.8753229,11.328475,0.1,0.00521822,0.21993471369490933,0.3333333333333333,0.6666666666666666,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
recurrent,catalogue_120,3,3.0277777777777777,8.802418,-4.564193,12.559194,-6.0622945,10.909581,0.26666666666666666,0.028314097,0.11230880349090541,0.2,0.5333333333333333,0.3333333333333333,catalogue_120,id,False,False,True,0.5115131578947368
recurrent,catalogue_120,1,3.611111111111111,5.4038177,3.0822737,10.585866,1.4027827,12.639841,0.5333333333333333,0.011191527,0.23919387968833986,0.26666666666666666,0.6,0.3333333333333333,catalogue_120,id,False,False,True,0.5115131578947368
recurrent,id,4,2.083333333333333,4.7894893,4.0877166,9.752267,1.4613277,11.252038,0.1,0.0060368697,0.1310024658457221,0.3333333333333333,0.6666666666666666,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
recurrent,id,5,0.5,12.671052,0.59931517,13.865474,-3.5549738,14.939402,0.1,0.010863511,0.2973162246989815,0.3333333333333333,0.6666666666666666,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
recurrent,id,6,0.8055555555555556,20.674946,0.28083783,14.540201,-4.741324,13.905371,0.1,0.011228514,0.2758795104671409,0.3333333333333333,0.6666666666666666,0.3333333333333333,id,catalogue_120,False,False,True,0.5115131578947368
recurrent,id,6,0.5,15.452512,-0.23886587,13.230223,-3.387002,13.485122,0.1,0.030858032,0.13828308677483578,0.4666666666666667,0.7333333333333333,0.2666666666666666,id,catalogue_120,False,False,True,0.5032894736842105
recurrent,id,4,1.5833333333333333,8.198123,0.3423583,14.642591,-4.116358,14.084987,0.26666666666666666,0.030392332,0.29465397396509263,0.4,0.7333333333333333,0.33333333333333326,id,catalogue_120,False,False,True,0.4967105263157895
encoder,catalogue_120,5,1.75,15.581088,-0.2979229,13.57809,-3.5224142,13.494359,0.5666666666666667,0.028907223,0.1837842387664531,0.4666666666666667,0.7333333333333333,0.2666666666666666,catalogue_120,id,False,False,True,0.48026315789473684
encoder,catalogue_120,5,2.1944444444444446,9.862001,0.6995654,13.699187,-2.4700017,15.474567,0.8,0.026877971,0.09007494365686024,0.4,0.7333333333333333,0.33333333333333326,catalogue_120,id,False,False,True,0.4605263157894737
encoder,catalogue_120,3,2.0,9.846598,-0.17539074,13.369198,-3.2912836,13.591428,0.6,0.026283422,0.16448621480082584,0.4,0.7333333333333333,0.33333333333333326,catalogue_120,id,False,False,True,0.45723684210526316
recurrent,id,3,2.4444444444444446,3.4111474,5.1115437,9.468809,1.9625212,10.462772,0.13333333333333333,0.0047613303,0.12529399953657266,0.4,0.7333333333333333,0.33333333333333326,id,catalogue_120,False,False,True,0.45230263157894735
recurrent,catalogue_120,1,4.638888888888889,5.2913156,5.798633,9.682698,1.8346461,9.384676,0.6,0.0053357165,0.11040042311325023,0.4,0.7333333333333333,0.33333333333333326,catalogue_120,id,False,False,True,0.45230263157894735
encoder,id,1,2.1944444444444446,4.2686844,4.4932847,10.120151,2.3277242,11.266916,0.16666666666666666,0.021674383,0.23304319566873807,0.4666666666666667,0.7333333333333333,0.2666666666666666,id,catalogue_120,False,False,True,0.41776315789473684
encoder,catalogue_120,0,3.888888888888889,4.442337,3.1907823,10.569536,1.4362402,12.615896,0.6,0.020416733,0.14124853247679459,0.26666666666666666,0.5333333333333333,0.26666666666666666,catalogue_120,id,False,False,True,0.40789473684210525
recurrent,catalogue_120,6,5.055555555555555,1.6533413,16.04296,7.444436,11.215358,5.8926196,0.6,0.020214899,0.17669040511444295,0.26666666666666666,0.5333333333333333,0.26666666666666666,catalogue_120,id,False,False,True,0.40131578947368424
recurrent,id,7,1.5833333333333333,10.406268,-0.5201979,15.317331,-5.5567484,11.3046,0.1,0.020176478,0.27007625948451514,0.26666666666666666,0.5333333333333333,0.26666666666666666,id,catalogue_120,False,False,True,0.3980263157894737
recurrent,id,7,1.1388888888888888,19.327923,-0.31991762,13.577015,-3.5396323,13.459364,0.13333333333333333,0.019340659,0.12970167784109432,0.4666666666666667,0.7333333333333333,0.2666666666666666,id,catalogue_120,False,False,True,0.39473684210526316
encoder,id,1,2.2222222222222223,4.245834,4.5611844,10.1097,2.3141043,11.276482,0.16666666666666666,0.019329559,0.23317865423073933,0.4666666666666667,0.7333333333333333,0.2666666666666666,id,catalogue_120,False,False,True,0.39144736842105265
encoder,id,3,1.8333333333333333,6.540309,3.7221432,10.431775,1.6643287,12.452908,0.23333333333333334,0.015386732,0.20787448814727258,0.3333333333333333,0.6,0.26666666666666666,id,catalogue_120,False,False,True,0.38980263157894735
encoder,id,1,1.3333333333333333,15.108197,0.14533864,15.252294,-5.617435,12.603521,0.13333333333333333,0.005626567,0.15069982914540989,0.3333333333333333,0.6,0.26666666666666666,id,catalogue_120,False,False,True,0.38980263157894735
recurrent,id,6,1.4166666666666667,9.843234,0.7645639,13.547566,-2.6056402,15.286439,0.2,0.010438672,0.13725438769496018,0.26666666666666666,0.5333333333333333,0.26666666666666666,id,catalogue_120,False,False,True,0.38980263157894735
recurrent,catalogue_120,5,4.916666666666667,2.2053196,4.8997474,9.994896,1.9999795,10.328845,0.4,0.008637539,0.1308010338654789,0.3333333333333333,0.6,0.26666666666666666,catalogue_120,id,False,False,True,0.38980263157894735
encoder,id,3,2.75,2.8254848,6.010537,9.422698,1.8912039,9.462539,0.13333333333333333,0.015621964,0.13398395898059332,0.26666666666666666,0.5333333333333333,0.26666666666666666,id,catalogue_120,False,False,True,0.38980263157894735
recurrent,catalogue_120,1,4.666666666666667,5.262506,5.796591,9.736358,1.6842308,9.289703,0.5666666666666667,0.006841338,0.1358628695858523,0.3333333333333333,0.6,0.26666666666666666,catalogue_120,id,False,False,True,0.38980263157894735
encoder,catalogue_120,4,0.8333333333333334,21.341896,1.0609671,14.005897,-3.5959477,15.405829,0.5666666666666667,0.0022156597,0.1057449754325524,0.26666666666666666,0.5333333333333333,0.26666666666666666,catalogue_120,id,False,False,True,0.38980263157894735
encoder,catalogue_120,6,1.6944444444444444,11.568152,-0.17966256,15.251172,-5.418391,12.405199,0.5666666666666667,0.012350873,0.15273455473358385,0.3333333333333333,0.6,0.26666666666666666,catalogue_120,id,False,False,True,0.38980263157894735
recurrent,catalogue_120,3,5.333333333333333,1.2771214,6.9851904,9.626625,1.4824631,8.667277,0.43333333333333335,0.013420836,0.1425652104721503,0.3333333333333333,0.6,0.26666666666666666,catalogue_120,id,False,False,True,0.38980263157894735
recurrent,catalogue_120,6,4.444444444444445,2.192169,5.192934,9.836015,1.8092126,10.249189,0.6,0.0047703744,0.10341482510422845,0.26666666666666666,0.5333333333333333,0.26666666666666666,catalogue_120,id,False,False,True,0.38980263157894735
encoder,catalogue_120,3,3.75,4.198569,3.574204,10.530323,1.6477002,12.461779,0.36666666666666664,0.016410302,0.20120200683331016,0.26666666666666666,0.5333333333333333,0.26666666666666666,catalogue_120,id,False,False,True,0.38980263157894735
recurrent,catalogue_120,3,5.361111111111111,1.2916023,6.8570843,9.46051,1.4100933,8.678086,0.43333333333333335,0.010346039,0.10187047976241967,0.3333333333333333,0.6,0.26666666666666666,catalogue_120,id,False,False,True,0.38980263157894735
recurrent,id,7,2.4722222222222223,2.5077238,7.6899977,9.34809,1.2503188,8.623715,0.13333333333333333,0.0104086045,0.12998138154775185,0.26666666666666666,0.5333333333333333,0.26666666666666666,id,catalogue_120,False,False,True,0.38980263157894735
encoder,catalogue_120,6,4.388888888888889,2.303008,4.9267254,9.907826,1.7274791,10.381209,0.5333333333333333,0.018162822,0.15793560399968715,0.3333333333333333,0.6,0.26666666666666666,catalogue_120,id,False,False,True,0.38980263157894735
recurrent,id,3,3.055555555555556,1.741115,6.9199452,9.625627,2.538375,9.44455,0.16666666666666666,0.010768378,0.12624046331831323,0.3333333333333333,0.6,0.26666666666666666,id,catalogue_120,False,False,True,0.38980263157894735
recurrent,id,3,2.305555555555556,3.6546924,4.9637055,9.516096,1.8038648,10.25132,0.1,0.0061880033,0.10358624469274326,0.26666666666666666,0.5333333333333333,0.26666666666666666,id,catalogue_120,False,False,True,0.38980263157894735
encoder,id,7,2.1666666666666665,6.44596,-3.514354,10.882265,-0.46012017,12.869305,0.16666666666666666,0.01803441,0.1872678672046072,0.4,0.6666666666666666,0.2666666666666666,id,catalogue_120,False,False,True,0.3717105263157895
recurrent,id,4,0.4722222222222222,13.204883,0.5137334,13.935326,-3.8667026,14.67459,0.13333333333333333,0.014756326,0.2214678352822452,0.4666666666666667,0.7333333333333333,0.2666666666666666,id,catalogue_120,False,False,True,0.3190789473684211
recurrent,id,0,1.1388888888888888,21.102232,0.40991712,11.7597885,-2.2252247,13.86187,0.1,0.012628981,0.20282153839028969,0.4666666666666667,0.7333333333333333,0.2666666666666666,id,catalogue_120,False,False,True,0.31085526315789475
recurrent,catalogue_120,0,4.972222222222222,2.7998462,5.8926287,9.708937,1.9606687,9.489122,0.5666666666666667,0.0070174774,0.0753992804360226,0.4666666666666667,0.7333333333333333,0.2666666666666666,catalogue_120,id,False,False,True,0.31085526315789475
encoder,catalogue_120,1,4.416666666666667,5.5669723,3.8960588,9.403987,0.26922053,11.130888,0.4,0.014090677,0.05055068100730027,0.4666666666666667,0.7333333333333333,0.2666666666666666,catalogue_120,id,False,False,True,0.31085526315789475
recurrent,id,3,0.1944444444444444,7.744185,1.8959647,9.210184,1.3645674,11.296452,0.23333333333333334,0.004135557,0.12531807828117464,0.4,0.6666666666666666,0.2666666666666666,id,catalogue_120,False,False,True,0.31085526315789475
recurrent,catalogue_120,4,4.388888888888889,3.4990969,6.0669255,9.512111,1.8512561,9.27028,0.6333333333333333,0.0041247527,0.10289986247820081,0.4,0.6666666666666666,0.2666666666666666,catalogue_120,id,False,False,True,0.31085526315789475
encoder,id,4,1.1944444444444444,19.686848,-0.49660316,15.50212,-6.18275,11.599727,0.16666666666666666,0.009381215,0.20243063134438177,0.4666666666666667,0.7333333333333333,0.2666666666666666,id,catalogue_120,False,False,True,0.31085526315789475
encoder,catalogue_120,1,4.388888888888889,5.5269337,3.892817,9.406715,0.3572077,11.248832,0.4,0.011472992,0.0495158289729318,0.4666666666666667,0.7333333333333333,0.2666666666666666,catalogue_120,id,False,False,True,0.31085526315789475
recurrent,id,1,2.1666666666666665,4.935362,4.067188,9.77741,1.3676431,11.101086,0.13333333333333333,0.010655002,0.10986144960722384,0.4,0.6666666666666666,0.2666666666666666,id,catalogue_120,False,False,True,0.31085526315789475
recurrent,id,1,1.1111111111111112,17.341082,0.42137244,14.583113,-4.6879935,14.081814,0.1,0.009293369,0.1916727290488679,0.4666666666666667,0.7333333333333333,0.2666666666666666,id,catalogue_120,False,False,True,0.31085526315789475
recurrent,id,7,2.4166666666666665,2.5174403,7.6339417,9.290623,1.3730109,8.800945,0.1,0.008024533,0.1505081196930741,0.4,0.6666666666666666,0.2666666666666666,id,catalogue_120,False,False,True,0.31085526315789475
